Business Year,State,Insurer ID,Price Gap,Price Gap (Previous Year),Market Share (%),Market Share (%) (Previous Year),Medicaid Expansion Impact,Medicaid Expansion Impact (Previous Year),Plan Count,Plan Count (Previous Year),Market Exit,predicted_risk,risk_level
2023,Wisconsin,38345.0,-9,,0.178712693,,0.0,,497,,0,0.6321208556341793,High
2024,Wisconsin,38345.0,-9,-9.0,0.178352323,0.178712693,0.0,0.0,407,497.0,0,0.0,Low
2025,Wisconsin,38345.0,-9,-9.0,0.072680412,0.178352323,0.0,0.0,141,407.0,0,0.0,Low
2023,Wisconsin,49941.0,-9,,0.002876663,,0.0,,8,,0,0.6321208556341793,High
2024,Wisconsin,49941.0,-9,-9.0,0.003505697,0.002876663,0.0,0.0,8,8.0,0,0.0,Low
2025,Wisconsin,49941.0,-9,-9.0,0.004123711,0.003505697,0.0,0.0,8,8.0,0,0.0,Low
2023,Wisconsin,52697.0,-9,,0.011866235,,0.0,,33,,0,0.6321208556341793,High
2024,Wisconsin,52697.0,-9,-9.0,0.017528484,0.011866235,0.0,0.0,40,33.0,0,0.0,Low
2025,Wisconsin,52697.0,-9,-9.0,0.020618557,0.017528484,0.0,0.0,40,40.0,0,0.0,Low
2023,Wisconsin,57845.0,-9,,0.043149946,,0.0,,120,,0,0.6321208556341793,High
2024,Wisconsin,57845.0,-9,-9.0,0.051709027,0.043149946,0.0,0.0,118,120.0,0,0.0,Low
2025,Wisconsin,57845.0,-9,-9.0,0.069587629,0.051709027,0.0,0.0,135,118.0,0,0.0,Low
2023,Wisconsin,58326.0,-9,,0.014742898,,0.0,,41,,0,0.6321208556341793,High
2024,Wisconsin,58326.0,-9,-9.0,0.016213848,0.014742898,0.0,0.0,37,41.0,0,0.0,Low
2025,Wisconsin,58326.0,-9,-9.0,0.019072165,0.016213848,0.0,0.0,37,37.0,0,0.0,Low
2024,Wisconsin,65736.0,-9,,0.005258545,,0.0,,12,,0,0.6321208556341793,High
2025,Wisconsin,65736.0,-9,-9.0,0.006185567,0.005258545,0.0,0.0,12,12.0,0,0.016755922988423815,Low
2024,Wisconsin,69380.0,-9,,0.001752848,,0.0,,4,,0,0.6321208556341793,High
2025,Wisconsin,69380.0,-9,-9.0,0.002061856,0.001752848,0.0,0.0,4,4.0,0,0.0,Low
2023,Wisconsin,69589.0,-9,,0.002876663,,0.0,,8,,0,0.6321208556341793,High
2024,Wisconsin,69589.0,-9,-9.0,0.003505697,0.002876663,0.0,0.0,8,8.0,0,0.0,Low
2025,Wisconsin,69589.0,-9,-9.0,0.004123711,0.003505697,0.0,0.0,8,8.0,0,0.0,Low
2023,Wisconsin,79475.0,-9,,0.115066523,,0.0,,320,,0,0.6321208556341793,High
2024,Wisconsin,79475.0,-9,-9.0,0.171779141,0.115066523,0.0,0.0,392,320.0,0,0.02,Low
2025,Wisconsin,79475.0,-9,-9.0,0.18556701,0.171779141,0.0,0.0,360,392.0,0,0.0,Low
2023,Wisconsin,79597.0,-9,,0.003955412,,0.0,,11,,0,0.6321208556341793,High
2024,Wisconsin,79597.0,-9,-9.0,0.004820333,0.003955412,0.0,0.0,11,11.0,0,0.0,Low
2025,Wisconsin,79597.0,-9,-9.0,0.005670103,0.004820333,0.0,0.0,11,11.0,0,0.0,Low
2024,Wisconsin,80180.0,-9,,0.027607362,,0.0,,63,,0,0.6321208556341793,High
2025,Wisconsin,80180.0,-9,-9.0,0.034536082,0.027607362,0.0,0.0,67,63.0,0,0.0,Low
2023,Wisconsin,81335.0,-9,,0.000359583,,0.0,,1,,1,0.6321208556341793,High
2023,Wisconsin,81413.0,-9,,0.033081625,,0.0,,92,,0,0.6321208556341793,High
2024,Wisconsin,81413.0,-9,-9.0,0.036809816,0.033081625,0.0,0.0,84,92.0,0,0.0,Low
2025,Wisconsin,81413.0,-9,-9.0,0.062886598,0.036809816,0.0,0.0,122,84.0,0,0.0,Low
2023,Wisconsin,86584.0,-9,,0.02373247,,0.0,,66,,0,0.6321208556341793,High
2024,Wisconsin,86584.0,-9,-9.0,0.028921998,0.02373247,0.0,0.0,66,66.0,0,0.0,Low
2025,Wisconsin,86584.0,-9,-9.0,0.029896907,0.028921998,0.0,0.0,58,66.0,0,0.0,Low
2023,Wisconsin,87416.0,-9,,0.086659475,,0.0,,241,,0,0.6321208556341793,High
2024,Wisconsin,87416.0,-9,-9.0,0.109991236,0.086659475,0.0,0.0,251,241.0,0,0.0,Low
2025,Wisconsin,87416.0,-9,-9.0,0.04742268,0.109991236,0.0,0.0,92,251.0,0,0.04,Low
2023,Wisconsin,90028.0,-9,,0.003595829,,0.0,,10,,0,0.6321208556341793,High
2024,Wisconsin,90028.0,-9,-9.0,0.003505697,0.003595829,0.0,0.0,8,10.0,0,0.0,Low
2025,Wisconsin,90028.0,-9,-9.0,0.004123711,0.003505697,0.0,0.0,8,8.0,0,0.0,Low
2023,Wisconsin,91604.0,-9,,0.000719166,,0.0,,2,,0,0.6321208556341793,High
2024,Wisconsin,91604.0,-9,-9.0,0.000876424,0.000719166,0.0,0.0,2,2.0,0,0.03,Low
2025,Wisconsin,91604.0,-9,-9.0,0.001030928,0.000876424,0.0,0.0,2,2.0,0,0.03,Low
2023,Wisconsin,94529.0,-9,,0.067601582,,0.0,,188,,0,0.6321208556341793,High
2024,Wisconsin,94529.0,-9,-9.0,0.068361087,0.067601582,0.0,0.0,156,188.0,0,0.0,Low
2025,Wisconsin,94529.0,-9,-9.0,0.05257732,0.068361087,0.0,0.0,102,156.0,0,0.0,Low
2026,Wisconsin,,-9,,,,0.0,,0,,0,0.6321208556341793,High
2023,Wyoming,11269.0,-1,,0.58490566,,0.0,,93,,0,0.6321208556341793,High
2024,Wyoming,11269.0,-1,-1.0,0.566878981,0.58490566,0.0,0.0,89,93.0,0,0.01,Low
2025,Wyoming,11269.0,-1,-1.0,0.315508021,0.566878981,0.0,0.0,59,89.0,0,0.0,Low
2023,Wyoming,34588.0,-1,,0.025157233,,0.0,,4,,0,0.6321208556341793,High
2024,Wyoming,34588.0,-1,-1.0,0.025477707,0.025157233,0.0,0.0,4,4.0,0,0.0,Low
2025,Wyoming,34588.0,-1,-1.0,0.021390374,0.025477707,0.0,0.0,4,4.0,0,0.0,Low
2023,Wyoming,38576.0,-1,,0.264150943,,0.0,,42,,0,0.6321208556341793,High
2024,Wyoming,38576.0,-1,-1.0,0.280254777,0.264150943,0.0,0.0,44,42.0,0,0.0,Low
2025,Wyoming,38576.0,-1,-1.0,0.235294118,0.280254777,0.0,0.0,44,44.0,0,0.0,Low
2023,Wyoming,47731.0,-1,,0.050314465,,0.0,,8,,0,0.6321208556341793,High
2024,Wyoming,47731.0,-1,-1.0,0.050955414,0.050314465,0.0,0.0,8,8.0,0,0.0,Low
2025,Wyoming,47731.0,-1,-1.0,0.042780749,0.050955414,0.0,0.0,8,8.0,0,0.0,Low
2025,Wyoming,49714.0,-1,,0.320855615,,0.0,,60,,0,0.6321208556341793,High
2023,Wyoming,80132.0,-1,,0.050314465,,0.0,,8,,0,0.6321208556341793,High
2024,Wyoming,80132.0,-1,-1.0,0.050955414,0.050314465,0.0,0.0,8,8.0,0,0.0,Low
2025,Wyoming,80132.0,-1,-1.0,0.042780749,0.050955414,0.0,0.0,8,8.0,0,0.0,Low
2023,Wyoming,83964.0,-1,,0.025157233,,0.0,,4,,0,0.6321208556341793,High
2024,Wyoming,83964.0,-1,-1.0,0.025477707,0.025157233,0.0,0.0,4,4.0,0,0.0,Low
2025,Wyoming,83964.0,-1,-1.0,0.021390374,0.025477707,0.0,0.0,4,4.0,0,0.0,Low
2026,Wyoming,,-1,,,,0.0,,0,,0,0.6321208556341793,High
